,mark,review_text,date
1051,10," день краснодаре сэкономить билетах морю. отпуск 2020 откладывали из-за пандемии, сентябре поняли, кроме краснодарского края поехать некуда стали искать варианты. самый бюджетный перелет адлера геленджика ютэйр победы 3800 рублей. билетами определилась, стала искать отели, (спасибо великому таргетингу!) увидела рекламу авиабилетов краснодара, ютэйр цены стартовали 1200 рублей. хотела посмотреть город, наслышала замечательный парк галицкого, целенаправлено ехать именно экскурсию краснодар не собирались.билеты москва-краснодар, вылетом третьего октября нам удалось купить 1190 рублей, победа вылетает 8:50, поэтому целый день планировали провести краснодаре, далее взять каршеринг делимобиль поехать геленджик. будьте внимательны, каршеринг сдать черте города геленджик, не новороссийска не джубги краснодара каршеринге ехать нельзя. машина обошлась нам 1870 рублей одну сторону. утром прилетели аэропорт краснодара, аэропорта город ехали маршрутке № 15, обратите внимание, маршрутка едет города 40 минут, автобус делает остановок, полтора часа мути это минимум. стоимость проезда одинаковая - 20 рублей. маршрут № 15 приезжает железнодорожному вокзалу, привокзальной стоянке взять каршеринг.первым делом поехали парк галицкого.парк хорош, очень. удивляет жителя столицы. людей, продуманно мелочей, не гялочки, не просто красоты, хотя красота неописуемая. зон занятий спортом: скейт, самокат, велосипеды, ролики, зоны тренажерами, баскетбол, теннис. куча детских площадок, инсталляций фонтанов. очень красивый арт-объект искусственная среда, это барельеф, оьъемными изображениями человеческих фигур.очень красивые клумбы, цветы деревья. кафе территории парка очень бюджетное вкусное. велосипедами момент, своим нельзя, взять аренду это верно! это нормальная европейская практика регулированию численности велосипедистов парке, не понимаю недовольных. видела людей, которые страшно не довольны, парк собаками. понять, нашей стране культурных собаководов не много, убирают своей собакой не многие, поэтому запрет попали собаки. машине, проехали городу, останавливались нескольких достопримечательностей скульптур: александровская триумфальная арка, памятник шурику лидочке. посетили александро-невский собор, планировали посетить художественный музей имени ф. а. коваленко, приехали позно закрыт. планируете посетить музеи, стоит начать, парк галицкого оставить вторую половину дня вечер.кстати, вечером вернулись парк, перекусить дорогу полюбоваться вечерней подсветкой.выехали краснодара около 21:00 23:15 сдали машину геленджике.машину удалось оставить недалеко отеля. отель брали не очень дорогой, назвался черное море. приятный мини-отель, отличные завтраки. хозяева встретили лично, время позднее. проживание отеле черное море обошлось нам 26 500 руб неделю завтраками. отпуск море обратный путь домой, раскажу подробнее другом отзыве. ", 13 октября 2020
1052,10," остановка ахштырском ущелье первая остановка пути красную поляну состоялась ахштырском ущелье. место это удивительное красоте. горным камешкам бежит река. берегам реки горных склонах рвутся ввысь величественные деревья. конце сентября мзымта показалась нам спокойной, мирной безопасной горах. это обманчивое впечатление. не случайно мзымта означает бешеная . река не доставляла множество проблем местным жителям период таяния снегов сезон дождей. строптивый характер мзымту полюбили спортсмены-экстремалы. те, кому хочется пощекотать нервы получить приличную дозу адреналина, могут посетить высотный парк развлечений пройти высоте 207 метров самому длинному мире подвесному мосту скайбридж . мост виден нам виден трассы берега реки. нем одновременно находиться 3000 человек. самые бесстрашные могут спрыгнуть моста, конечно, применением специального оборудования. кроме того, не робкого десятка, следует финансово подготовиться. прыжок смельчаку придется заплатить 17 тысяч рублей. тоненькая нить середине фотографии - это немалая сумма, улетевшая пропасть несколько секунд. река продолжает свое течение адлерском районе впадает черное море. ", 11 октября 2020
1053,8," сочи. групповая экскурсия: плюсы минусы находиться целый день пляже - это не меня, поэтому заказала экскурсию красная поляна . делала это интернете. оказалось, выбрать экскурсию месте. предложений множество. месте будет, думаю, немного дешевле, примерно 100 рублей. выбрала большой автобус? сама не знаю. плюс, комфортабельный. минус, собрать 50 человек разных отелей. это ушло намного часа. период информации экскурсовода практически не было. можно, конечно, это время почистить телефон, удалить ненужные фотографии, поделиться родственниками друзьями новостями. связь интернет городу хорошие. большим минусом назвала то, молодые родители, также бабушки дедушки выезжают многочасовые групповые экскурсии маленькими детьми. сомнения, это современно. это причиняет массу неудобств другим путешествующим. например, рядом мной сидела семья (мама, бабушка дедушка) двумя детьми, одному которых не двух лет, второму несколько месяцев. экскурсия началась 10.30, закончилась 21 час. это выдержали дети, родители окружающие?... автобусе годовалый ребенок. ну, же, нюансы оставляю. проехали мимо образовательного центра сириус , проводятся специальные смены одаренных детей всей россии. пути красной поляне, находясь имеретинской низменности, увидели окна автобуса олимпийские объекты: грандиозный стадион фишт , организованы торжественные церемонии открытия закрытия игр 2014, ледовый дворец айсберг , укомплектованный современным оборудованием используемый не проведения спортивных соревнований различного уровня, развлекательных шоу, конькобежный центр адлер - арена , построенный виде овала, действующей сегодня академией тенниса другие. обычно, экскурсия завершается посещением шоу поющего фонтана, не случилось. проходили гонки формула - 1, из-за перекрыты некоторые улицы, фонтан не работал, транспортные пробки значительно увеличились. слову, возвращались маршрутом, олимпийские объекты центр сириус вечерней подцветке выглядели потрясающе. жаль, окна автобуса сделать хорошие фотографии практически невозможно.ну, направились дальше, горы. путь красной поляны занимает имеретинской низменности минут 40. это, ехать остановок. остановки предусмотрены программой каждые 10-15 мнут пути, прибыли красную поляну примерно 2 половиной часа. целом, интересно. ", 10 октября 2020
1054,8," экскурсия вечернему сочи ходе вечерней экскурсии сочи отправились дегустацию вина, сыра меда. не слишком люблю такие мероприятия, входят программу экскурсий. впрочем, мед понравился, купила баночку. это сделала? обратном пути помучиться чемоданом аэропорту. тариф входило 10 кг багажа. подсела мед. купила других экскурсиях. проехали затем главным улицам центральной части сочи прогулялись парку ривьера.у главного входа полюбоваться круглой клумбой ракушкой, внутри которой расположены часы.этот парк самый популярный жителей города гостей. представлено 200 видов различных растений, среди около полсотни видов являются особо ценными. основателем парка предприниматель в.а. хлудов. выстроил имение, которого, считают, начался курортный сочи. вечером подцветке парк выглядел таинственно-торжественным. посетителей достаточно много. прошли некоторым аллей, повстречали грациозную лань детенышем (это самая старинная скульптурная композиция сочинском парке), привлекательную корову, очаровательных фламинго, чаек якоре. обошли дачу хлудова, которая, утверждают, принадлежит брынцалову. здание пришлось снести, оно 20 лет находилось запустении. несколько лет назад восстановили. многие называют просто терем . множество аттракционов работают парке самого позднего вечера. посетила. океанариум, дельфинарий, кафе, аллея космонавтов. курорте горячей кукурузы? фотографируются инсталляции, которую назвала сочи олимпийский .рядом парком находится стела мозаичным портретом в.и. ленина. высота достигает восьми метров. серьезный взгляд вождя революции едва смущает современных отдыхающих, которые прохаживаются парке проводят приятный сочинский вечер одном расположившихся поблизости ресторанов. стеле, кстати, золотом выведены слова декрета курортах. такой. времени, конечно, не хватило, осмотреть парк полностью, определенное представление нем получила. оно довольно приятное. ", 06 октября 2020
1055,8," сентябрьский пляж экскурсия гору ахун прилет поздний. никуда не пошла, решила выспаться. останавливалась отеле морская сказка адлере. самого утра отправилась городской пляж. пляж оборудован лежаками зонтами (услуга платная). многие просто расстилают коврик полотенце гальке. не слишком крупная. многие ходят босиком. некоторые покупают специальные резиновые тапочки: легко заходить воду, плавать не мешают. главное, тапочки плотно сидели ступне. пару метров дно песчаное. поначалу вода кажется прохладной, быстро привыкаешь плавать достаточно долго. провела воде 45 минут. первый не решилась такое длительное купание. погодой четыре дня повезло. температура воздуха доходила +29. верилось трудом, это конец сентября. посещения океанариума небольшого дневного отдыха (настоящая курортница!) отправилась экскурсию гора ахун, вечерний сочи .гора ахун - одна самых известных достопримечательностей курортного города. поднялись мини-автобусе горному серпантину. вершине находится башня. романский стиль состояние ввести заблуждение туристов, те задумаются времени постройки башни. показаться, древняя, это не так. башне нет ста лет. построили рекордно короткие сроки 1936 году приказу сталина. рассказывают, вождь народа обещал поощрить строителей (а среди , всей видимости заключенные), те уложатся 100 дней. никого не поощрили, башню построили 101 день. сегодня башня требует серьезной реставрации. горе прокатиться колесе обозрения, которое немногим выше башни. находится самая южная резиденция деда мороза, несомненно интересно детям. прокатились колесе. виды красивые, качественные фотография не получаются, кабинка закрытая, стекло не позволяет сделать хорошую фотографию. хорошими фотографиями башню. не хватило времени. это минус групповых экскурсий. небольшой площади башней увидеть резные скульптуры виде различных животных. некоторые украшают скамейки. ", 05 октября 2020
1056,10," сочи - хороший! незнаю почему столько ругающих? самым захватывающих путешествием является мое предыдущее путешествие сочи. городе впервые, хотя черное море посещал лет назад. путешествовать россии не очень нравится, деньги заграницу слетать. сочи во-первых поменял мое представление отдыхе, во-вторых настолько понравился климат тепло, следующую поездку планирую азию, подальше холода.1. первый день сочи ужасным, поскольку пасмурно попал проливной дождь, который закончился, добрался отеля.2. второй день решил отправиться тисо-самшитовую рощу (где, поговаривают, давно нет самшита) прогуляться, большой прогулочный круг из-за недавних дождей закрыт, размыло дорогу. решил отправиться гору ахун, взобраться башню посмотреть сочи высоты птичьего полета. вид потрясающий - одной стороны горы, море. далее втиснулся тургруппу ними добрался морского вокзала сочи вечером вернулся отель.3. третий день решил прогуляться адлеру, наконец-то искупаться море позагорать4. четвертый поехал красную поляну, поднялся розу пик. спустился водопадам. надышался горным воздухом. прекрасный день5. оставшиеся 2 дня также прошел море принимал солнечные ванны.когда приезжаешь западную европу тянет ходить, посещать музеи, смотреть старые здания сооружения, почувствовать историю . сочи показал спокойный неторопливый расслабленный отдых, огромное спасибо. ", 05 октября 2020
1057,8," адлер. мини-отель морская сказка мини-отель морская сказка , который выбрала, находится адлерском районе города сочи. хотелось, отель находился непосредственной близости моря. действительно, моря метров 200, две-три минуты. идти дольше, пути встречаются всевозможные магазинчики торговые точки, которые привлекают отдыхающих яркими витринами запахами свежеприготовленной еды. овощей фруктов, конце сентября - арбузы, числе желтые, дыни, виноград. низкие цены не рассчитывайте.в отеле предоставляется услуга трансфер аэропорт - отель наоборот, которой воспользовалась, очень благодарна дмитрию. стоимость трансфера 500 рублей. отель достаточно скромный. напомнил здание хорошего пионерского лагеря. номере средних размеров кровати, шкаф, тумбочка (дверца сломана), стол, холодильник, кондиционер, современный телевизор. стула нет, присесть столу не получится. розетку нашла номере одну. не искала больше, проживала одна. окна хорошие, качественные, видно установлены не давно. душ туалет номере, санитарной комнате аккуратно. балкон общий, туда пройти любой. моего номера вид внутренний двор торговую улицу, постоянно слушала, продавец приглашает покупателей отведать вино чачу. сама не попробовала.влажность сочи очень большая, одежда купальник не высыхали номере. данной ситуации воспользоваться сушилкой, которая установлена балконе.в коридоре стол электрическим чайником, посудой (тарелки, ложки, ножи, вилки), микроволновая печь, сахар, чай, питьевая вода. чай воду не следует рассчитывать, могут закончиться самый неподходящий момент. наверное, спросить стойке администратора.в коридоре также гладильная доска утюг. мусор предлагают выносить самим.сотрудники доброжелательные. думаю, поеду сочи, остановлюсь мини-отеле. соотношение цена - качество вполне адекватное. ", 04 октября 2020
1058,10," подводное царство океанариуме сочи второй день пребывания сочи отправилась океанариум. расположился адлерском районе. подходе океанариуму встречаешься скульптурными композициями, навеянными морской тематикой. океанариум работает конца 2009 года. это современный комплекс 31 аквариумной зоной. входной билет взрослого стоит 800 рублей. купить билет наличные карте. обязательно должны средства индивидуальной защиты - маски респираторы.в океанариуме представлены пресноводные рыбы, числе хищные, также множество видов обитателей мировых морей океанов. живут своей неторопливой жизнью, проплывая своим рыбьим делам, некоторым превосходством изредка поглядывая посетителей. команде специалистов удается поддерживать чистоту необходимый микроклимат обитателей, включая крошечных огромных. детям взрослым нравится зона, покормить рыб. установлены специальные автоматы продаже корма. проходя тоннелю, ощущаешь дне моря.мне очень понравилось. осенне-зимний период океанариум открыт 10 10 часов каждый день, кроме понедельника вторника.завершается осмотр всем правилам жанра - магазине сувенирной продукцией. ", 01 октября 2020
1059,2," витязево, худший курорт краснодарского края витязево, худший отдых моей жизни. сентябре холодное море, народ основном стоит пляже загорает, купается холодно. пляжи грязные, гулять не очень приятно. вокруг куча отвратительной громкой аудиорекламы, например идиотов клуба адреналин, своими квадроциклами. действовать нервны отдыхающим пляже? вид идиотов, которые орут микрофон предложениями пострелять тире зайти кафешку. третий вид идиотов, которые ездят городу, подъезжают тебе машине предлагают жильё, полотенцами идём пляж, правда думаете нам негде жить? столько тупые, говоришь надо, продолжают дальше навязывать. следующая худшая сторона витязево это общепит, почему 90% случаев еда стоит проходе, дорог ничем не прекрытая? это пандемию короновируса. никто не чихнул еду, наестся пыли дисбактериоз обеспечен любом случае, цены не дешёвые. столовая номер 1, оставили особое место нашем отдыхе. девушке кортошке деревенские попался червяк, кассе нам вернули 50 рублей не извинились. витязево нет сервиса не ждут гостей, хотят поиметь денег, стараться ради не хотят. ещё повсюду плачущие дети пивнуха каждом шагу, отдых быдло. сюда не приеду не советую! ", 22 сентября 2020
1060,2," бардак! же,если коротко ясно: сочи бывала отдыхе организованно санаториях домах отдыха.чёрт мужем дёрнул поехать сентябре дикарями.жили бамбуковой,не буду писать номер дома хозяин достаточно доброжелательный молодой мужчина. остальном опишу чему должны готовы заселяетесь концу сезона частный сектор:-вселенская запущенная грязь везде:во дворе,в санузлах,на кухнях вонючие заюзаные кастрюли сковородки т.д.-отсутствие элементарных средств гигиены: жидкого мыла, туалетной бумаги, моющих средств дезинфекции санузла, мытья посуды. заметьте, не поднимаю вопрос антибактериальные средства, какие санитайзеры , брызгалки рук...забудьте слова дистанция дезинфекция. коронавирус -реально, всё остальное зацепить-ещё реальнее! самое главное: это время таких гостевых домах живут разные люди, конкретно- бригады рабочих, наёмные сотрудники, работающие сочи. вечерами увидите следующее- ежедневное спиртное, трёхэтажные маты, подозрительные слоняющиеся рядом вашей комнатой, личности. причём угрожающие вам, хотите спать, сделали замечание.вот то.никаких паспортов личных данных хозяин не смотрел кого.честно говоря, пару дней не рука тянулась вызвать полицию-но вопрос...а дальше?в результате вынуждены переехать.о самом главном,о том, люди сюда едут тысячи километров, пляже, море: ходили пляж альбатрос. пляж реально хороший, уборщики пляжа , уборщики санузлов, охранники, спасатели- выполняют работу. реально. буйки не пускают, шторм следят. несколько кафешек есть,чисто-всё норм. сама не поеду сюда не рекомендую. ", 20 сентября 2020
1061,2," геленджик? -никогда! поехали геленджик всей семьёй, отдохнуть (2 года не море) заодно отметить первый день рождения ребёнка. первые 3 дня всё идеально: море, пляж, жара, прогулки набережной, вкусные обеды кафешках. 4-ый день начался ад! сначала плохо стало младшему ребёнку годовалому: рвота, понос, высокая температура. день плохо стало сестре мужа. очереди заболели все, кроме (не знаю почему эта гадость миновала). ребёнком лежали больнице, провели др. общем отошли концу отдыха. местные говорят, это из-за воды море, туда сливается вся канализация, очистных сооружений геленджике нет. кстати проблемы водой обычной. её просто отключали каждый день. представьте, пришли моря солёные, грязные, воды нет. сидите самого вечера, ждёте воду, элементарно помыться. итог: очень не советую ехать город, особенно везти туда детей. видели, сколько детей каждый день приёмной инфекционного отделения больницы. ротовирусом. очень обидно, долго копили поездку море, итоге свои деньги обрекли детей такие мучения! ", 16 сентября 2020
1062,4," общем, вывод такой: направление курорты краснодарского края закрыла. кабардинке санатории жемчужина моря сентябре 2020. оценка отдыха пятибальной шкале - 2 . причём, убрать шикарную погоду чистое море, поставила 0 ). совок самых худших проявлениях.1. соотношение цена/качество. платите свои кровные, не выбирайте санаторий! заплатила 9 ночей трехразовым питанием 67 992 р!!! сравнения - отдых июле 2019 отеле 4* корфу полупансоном пересчете ночь обошёлся дешевле! качество сервиса сравнивать буду. по-моему, краснодарском крае пока, принципе, не имеют представления том, такое качественный сервис. 2. размещение. бронировала номер стандарт . якобы ремонта.) не верьте фотографиям сайте! разместили 1 этаже видом бассейн. попросила заменить номер повышенной комфортности. предложили сьют 4 корпусе. доплату 15 000 р. брать карте отказались. повышение комфортности наличными - сказали ресепшен. наличные взяли никакого чека, квитанции не выдали))3. уборка. заключается выносе мусора смене полотенец. все. постель не застилают не меняют. то, не пылесосят поняла, сквозняком кровати выдуло мусор предыдущих жильцов). 4. питание. это отдельный разговор. хуже не бывает! однообразно, скудно, невкусно. омлет зеленоватого оттенка порошке, каши, заявленные молочные , соли сахара следами молока ), неизменные гречка макароны завтрак, обед ужин. первые блюда переваренные, напоминающие баланду. зелени салат баре не вовсе. зато майонеза, кетчупа уксуса - сколько хочешь)сдобные булки ужин. убирая посуду прямо рядом тобой, пока ешь, скидывают объедки помойное ведро. жесть! общем, вывод такой: направление курорты краснодарского края закрыла. ", 16 сентября 2020
1063,8," проишествие канатке роза хутор пожалуй, роза хутор лучшее курортное место стране, недочеты.начну хорошего!много отелей, выбрать. остановились отеле khutor азимут отель freestyle, номере стандарт нам перепал отличный вид горы, хорошие завтраки, цену не ломят.огромный выбор развлечений курорте, очень красивые природные достопримечательности, парк водопадов менделиха стоит! подвесной мост, какие виды! родельбан - это чистый восторг. катался аттракционе 2 раза. первый заезд осторожничал, придерживал рычаг тормоза, второй летел тормозов. не гладко. главный минус взгляд, это дороговизна изолированность друг друга подъемников. вообще подъемниками нашу поездку сплошные муки. каждый раз, покупали билет канатки, ворчал поводу стоимости, и, кажется, прогневал богов подъемников меня, мной пару сотен человек, решили наказать. утром, 25.08.2020 не предвещало беды. очередной поднялись розу пик рано утра, плану прогулки водопадам менделиха. места неописуемой красоты решили осмотреть 7 водопадов пойти маршрутом большое кольцо.вдоволь нагулявшись изрядно утомившись вернулись станцию. ждали неприятности: несколько сотен измотанных людей, некоторые малыми детьми, неработающая канатка. простояли пару часов, новостей не было. люди прибывали.потом подошли несколько человек жилетах волонтеров, раздали воду велели идти пешком станции канатной дороги. идти не очень сложно, людей, которые простояли несколько часов жаре детьми, это кажется худшее приключение лета. взгляд эвакуация людей могла проходить слаженно. ", 15 сентября 2020
1064,10," история том, сибирячка впервые краснодарский край приехала погода идеальная! сезон краснодарском крае продлили октября, судя прогнозу, первые недели ноября хорошо. отдыхаем анапе сейчас, отель grand hotel anapa.про отель говорить не буду, нем прекрасно все. еда, персонал, территория пять плюсом. главные фишки: четыре бассейна, номерах кофеварка, идеальный пляж который прочесывают, просеивают всячески холят самого раннего утра. достопримечательностям шаговой доступности: археологический музей горгиппияочень классный музей, не ожидала. улице экспозиция уцелевших улиц домов, нескольких зданиях выставки. экскурсовода не ходите, замечательные! наш экскурсовод виктор михайлович проводил нам индивидуальную экскурсию, не заметили пролетело часа. наши знакомые ходили экскурсии, пытались что-то сами читать экранов стене, впечатление музея — бездушные руины. поэтому, экскурсией!анапский дельфинарий nemoхороший дельфинарий, не дорого. билеты брали сайте заранее, оплате картой скидка. посещали шоу, не брали билеты океанариум, отзывам не стоит своих денег, решили не ходить. учтите, второй половине дня, солнце слепит глаза большей части трибуны, старайтесь посетить шоу утра.музыкальные фонтаны — не стоит ходить даже. музыку не слышно, гул, шум гам. маяк набережная прекрасное место прогулок любое время дня, не ощущаешь толкучки.еще часто бывали торговом центре красная площадь , удобный набор магазинов, лишнего. бывали кинотеатре, рассадка одного, радует: никто не болтает время просмотра фильма. отдыхала анапе первый раз, никаких разочарований ужаса которых читала отзывы поездкой. ", 14 сентября 2020
1065,8," инструкция. полезные советы. ещё дополню. не покупайте варенье рынках,у частников...обман.купила роз..розами не пахнет, сироп. шишек вроде пахнет. едешь отдых хочется взять собой свои вещи. но,не стоит делать. берём хорошие ,удобные сабо,красотки,шорты ,майки,дом.одежда сарафан. все! не хватит анапе купите,там одежда дешёвая,даже набережной купить. ещё рынок северный,там большой выбор.ул.горького магазинов,ищите скидки...кафе шашлык хороший,лепешки цена разнится 50 80. такси сатурн всем помощь,только называйте адрес,много выручали. храм св онуфрия советую сходить (соборная,7). покупке экскурсии уточняйте автобус идёт,а микроавтобусе поехать,вместо большого. поселок стрелка дегустация отлично,туалет ужас,арбуз подсунули вялый,хотя говорили бахчи. картошка 100 гр. 50 руб ужас!!! понравилась экскурсия лотосы керчь. сама керчь смотреть нечего вид горы,раскопки старого города, архитектура,главное храм иоанна предтече. сувениры керчи,крыма брать месте,в анапе не купишь,а вино,грязь( которая не голубая глина,а просто грязь),всякие косметические средства,варенья,мед не берите!!!! цена завышена!!!! ещё лишнее отправить почте. отправила обувь пачку грязи,вес 2900, цена 524 руб. пришло. ", 13 сентября 2020
1066,7," смотрите оба!!! всюду обман! ещё хочу дополнить отзыв свой. прежде начинать покупки изучите магазины,цены,товары. не буду фотографироваться костюмах т.к фото одном костюме 250.,но делают одном костюме разной отрибутикой не можешь выбрать,в итоге 6 фото 1700 200 ваш телефон. фото павлинами парке 200,но тебе нежно сажают руку голубя опа цена 400 р. цена жильё разнится поэтому тщательно выбирайте.,и просите прислать видео номера. оказались подвальном помещении. номер не убирала хозяйка,и душ узкий просто ужас. сукко ездить автобусе,и дж тоже. частники берут две,три цены!!! коем случае не покупайте экскурсиях!!! еду,магнитики 300 р,глину,скрабы ,мыло,вино, арбузы т.д. фрукты брать бахчи. рекомендую массаж пляже,но посмотрите работает массажист. грязь городе написано добавлю лишь ко.зеленая,горького,сквер кафе катамаран детским парком..это сплошной туалет.власти города займитесь городом!!!! хватит пилить бюджет!!!! ", 13 сентября 2020
