,review_text,date
1314,"
ХВАТИТ.... Хочу написать отзыв о нашем отдыхе в Гагре, далеко не первом, но в ближайшее время точно туда не поедем. Отдыхали в июне-июле 2017 года. Туристов было немного, т.к. открыли Турцию. И в полной мере мы ощутили на себе злость местных жителей. Цены в кафе и ресторанах были взвинчены, официанты  обманывали и обсчитывали везде! Исключение : ресторан ""ГАГРИПШ"".  Когда делала замечание о неверной сумме в чеке, всегда находились отговорки, типа салата больше положили, и т.д.  Хотя на вес продают ТОЛЬКО мясо и рыбу. Стоимость и выход порционных блюд зафиксирована в меню. В кафе "" Араукария""  внаглую счет был предъявлен больше на 200 рублей. По правилам счет должен быть выписан в двух экземплярах и ранее это практиковалась в Гагре. Но в последние 2-3 года, счет только один и он у официанта. ( исключение, ГАГРИПШ). И привели в шок слова местного жителя, когда я пожаловалась на обман и обсчет : А ЧТО ВЫ ХОТИТЕ? ОТДЫХАЮЩИХ НЕТ! А ВСЕМ ЖИТЬ НАДО! И вот после этого я твердо убедилась, что хватит...  Про отключения воды и света не писал только ленивый. И этот сезон не стал исключением. Один день света не было вообще!!!!  с утра до позднего вечера!! запомнилось это потому, что в этот день должен был транслироваться какой-то важный футбольный матч, сын болельщик, но матча он не увидел. При въезде в Гагру нас встречает площадь Гагарина, с бывшим торговым центром, который не могут ни отремонтировать, ни снести. Стоит уже 25 лет, весь в подпалинах, и используется в качестве туалета у водителей маршруток и автобусов. Рядом есть платный туалет, 15 руб., но им пользуются только отдыхающие, для местных есть торговый центр)))   От скутеров нет спасения. Они ездят по головам, на замечания хамят и откровенно посылают.. Работать молодежь не хочет совсем.  Тот факт, что в очень многих кафешках в этом году официантками работали украинки, говорит о многом. Кстати, украинки по наглости, хамству и обману,  недалеко ушли от своих работодателей)))
      
", 28 марта 2018
1315,"
Абхазия. Тем летом  целый месяц я с двумя детьми отдыхала в Абхазии г. Сухум. Дочке 7 лет и сыну 3 года. Ездила я с невесткой(жена брата) и с племянницами 12 лет и 3 года. Снимали мы две отдельные квартиры в разных домах. Очень понравился отдых, мы много куда ездили сами( Гагры, Пицунда, Новый Афон), экскурсии на внедорожниках(джиппинг) всем рекомендую.Снимали мы квартиры рядом с пляжем Синоп (3-5 минут пешком),понравилось тем что он песчано-галечный и там мало людей. Рядом рынок, где в пятницу и в субботу местные продают свои овощи, фрукты, молочные продукты и др. и не дорого. Рядом магазины(цены как в Питере).Ходили в санаторий «МВО-Сухум» и частенько заглядывали в пансионат «Айтар». От всей души рекомендую отдых в Абхазии, но только по рекомендации. Лично мы снимали не дорого(1500 и 1200 за сутки). Район отличный, тихий, спокойный, местные уважают т.к они все сдают жилье, и заботятся о своей репутации(это их основной заработок). К сожалению есть и те которые хотят побольше содрать и еще на хамят, но это везде есть такое.  Если сравнивать Крым и  Абхазию, то в Абхазии лучше и дешевле.И надо не забывать, что сколько людей, столько и мнений. И еще у нас мало кто любит писать отзывы хорошие, а вот плохие с удовольствием пишут. Кстати очень хорошо отдыхать в Греции.Но вот лучше отдохнуть 1,5 месяца в Абхазии чем 2 недели в Турции. Но опять же это мое личное мнение. И я советую учитывать мнение своих знакомых,а на остальное не обращать внимание. И лучше съездить и сделать свой отзыв,чем читать чужой.И кстати в Гаграх не понравилось, и дорого :)
      
", 22 января 2018
1316,"
Абхазия - республика контрастов! Потрясающая природа граничит с разрушенными во время войны постройками. Но от этого Абхазия не становится хуже, а, наоборот, это можно считать её личным колоритом!Думаю многие были и в Пицунде, и в Гаграх, и в Сухуми, и в Новом Афоне. Моё путешествие началось в Гаграх. Мы сняли комнату в домике недалеко от моря, с великолепным видом.Там так же есть дома, расположенные на горе, вот оттуда вид поистине волшебный. Но к нашему приезду в тех местах уже не было свободных комнат.Море оказалось на радость чистым и тёплым. Пляж каменистый. Люди доброжелательные и улыбчивые. Цены не кусаются.На следующий день мы поехали в горы. Природа там, конечно, сказочная.Знаменитое голубое озеро очень красиво. Вода, правда ледяная в нём, так что только любовались. Горная река тоже потрясающе красивое зрелище.В Новом Афоне посетили Новоафонский монастырь и дачу Сталина. Везде были экскурсоводы которые рассказывали о достопримечательности. Что довольно интересно!Мы ездили своим ходом на машине. Дороги позволяли.Поэтому, если вам хочется насладиться красотой гор, воды и природы в целом, ну и морем, конечно же, то рекомендую Абхазию, с её разнообразием!
      
", 24 декабря 2017
1317,"
Не для любителей ""Всё включено"" ! Ездила в Абхазию из Тамбова на мотоцикле, там в Сухуме был мотофест. Про абхазов ничего дурного не скажу, все встреченные мною были вежливы и старались помочь. Приехала ночью, но смогла найти точно такое жильё, как представляла: вполне приличную прям отдельную квартирку: 2 комнаты, кухня со всем необходимым и душ с туалетом. Всё новое, только пристроенное к дому хозяев. Так как я была одна - взяли с меня 500р в сутки. А хозяев я больше и не видела, когда уезжала - то оставила деньги за проживание на кухоньке, а ключ в двери (а могла и не оставить:))  Каталась по Сухуму и окрестностям, для интровертов - самое оно! Всё в разрухе, прикольные такие руины повсюду. А главная дорога классная. И природа - супер. Сервиса там нет совсем, если не развлечь себя - то никто не развлечёт. Зато кататься можно как в тамбовской деревне - пьяным, без шлема, со скоростью 160...  Ребята так и делали. Потому что местным гайцам интересно только развести водителя на взятку, а штрафы, лишение прав - этим они пугают, но к русским применить не могут.  После серпантинов до Сочи дорога по Абхазии - это просто песня, прямая, освещенная, с асфальтом. Еда там конечно, дорогая, потому как всё везут из России, даже помидоры - абхазам растить лень. Но в Сухуме есть базар, это лучше, чем кушать в кафе (кстати, я их там видела штуки две с половиной - кафе этих). И ничего я там не отравилась в августе, как все пугают.  В целом, если интересно скатнуться на море на авто/мото - то Абхазия куда лучше позорных, грязных, дорогущих с дикими толпами отдыхающих ""курортов краснодарского края"" - даже, проезжая мимо, не хотелось останавливаться искупаться. Но когда есть деньги или дети - в Абхазии точно нечего делать,  это отдых ""всё выключено"". Да, и комаров там летом не меньше, чем у нас на низах за огородом
      
", 17 декабря 2017
1318,"
Путешествие в Горы. Путешествие в Горы.     В Сухуми от вокзала отходит Икарус. Пассажиры все в возрасте мои ровесники или старше, говорят на абхазком и русском. Что то знакомое до боли в этих разговорах, вспоминаю советские фильмы о Кавказе (Мимино). Люди едут с рынка, кто-то все продал и едет довольный хвалясь своей находчивостью и с подарками для родных. Несколько женщин все в черном, едут на похороны и молчат. Едет молодая пара, (русские) как  потом выяснилось на источник и на горы поглядеть. Я сижу и в окошко любуюсь коровами, лошадьми, и собаками,  которых мы объезжаем по пути следования.  Шофер смешливый армянин, зовут его Рома (бомба) любые разговоры заканчивает:-«Вот это бомба». Коровы как священные животные разлеглись на дороге, как на пляже и не мычат. Хочешь ехать дальше?- объезжай, не хочешь, все равно объезжай. Они самые главные на дорогах Абхазии, даже гаишников не бояться.              Доехали мы до Очамчиры, многие вышли по дороге, от вокзала опять набилось народа и двинулись в горы, которые виднелись в дымке облаков. Дорога стала более извилистая и гористая. Встречались небольшие деревни с коровами на дороге, но Рома их привычно объезжал. Облака стали ближе иногда мы с ними равнялись, и казалось, что ты находишься в самолете. Подъезжая к городу, я увидел золотой памятник шахтеру, сразу возник вопрос почему золотой. Понятно было бы, если я был в Магадане, где добывают золотоносную руду, а здесь обычный уголь. Когда обратно ехал мимо памятника, то до меня дошло,  почему золотой! Для Абхазов уголь, который добывали в окрестностях города до войны был воистину золотой, который приносил домой  достаток и спокойную, достойную жизнь.    Я ехал на радоновый источник и старался не замечать разрушенные дома и шахты, но люди живы и стараются поднять город из руин. Ожили улицы, ездят машины, лежат коровы. Рынок небольшой, но живет своей жизнью. Цены дешевле, чем на побережье и люди добрее. Пообедали в кафе борщом, который оказался как огонь. Я  еле половину съел, ложку супа, глоток чая. Внутри все горело, на вопрос: «Как вы его готовите, первый раз такой острый борщ кушаю». Хозяйка, она же повариха сказала: «Если я буду готовить не острый борщ, то его и кушать никто не будет». Да я наглядно понял, что со своим уставом в чужой монастырь лучше не соваться и в следующий раз был уже осторожен при выборе еды. Понравились местный хачапури «Лодочка» и чебуреки классные, (большие) особенно порадовали цены.        На рыночной площади договорился с таксистом, чтобы отвез до источника и обратно. Так как автобусы не ходят, а пешком далеко (10 км.). Ехали не быстро, дорога грунтовка и водитель был осторожен, рядом шумела река и отвесные обрывы. Саид рассказывал о достопримечательностях, блокаде и о войне, как об рутинных делах, видимо не первый раз рассказывает и уже отболело. Источник находится перед не доезжая шахтерского города (город призрак). Саид обиделся на призрак, какой такой призрак, я там родился и город восстановят. Когда шахты заработают все восстановят и еще краше будет наш край, но сам в это верит с трудом. Действительно, надо очень захотеть, чтобы восстановить добычу угля, который никому не нужен. Правда были турки, добывали открытым способом уголь, только все испортили. Вода в колодцах черная стала, речки загрязнили, лес рубить стали, народ заволновался и запретили туркам уголь добывать. Немцев вспоминают добрым словом (пленных), все мосты (11 мостов) и город построили, но память о себе оставили. Если Вы поднялись на гору,  то перед вами город расстелиться как на ладони, а центр города из домов выложили немецкой свастикой. Вот какую память о себе пленные немцы оставили. Многие обрусели и семьи свои завели, даже поселок образовался и назывался «лагерь». Правда после 91 уехали, все  кто не умер к себе в Германию.     Приехали к источнику,  который находится в горе на берегу речки. Раньше был санаторий союзного значения №2, а первый был на Алтае. От санатория остался фундамент и забор. Строится новый санаторий, типа гостевого дома, но работает купальня, где стоят ванны с радоновой водой. Приняли ванны, сеанс до 10 мин., поговорили с мед. сестрой, которая сказала, что санаторий надеются открыть в следующем году. Посмотрели мосты, которые еще немцы отливали из железобетона. Непрерывная заливка шла сутками, чтобы монолит был без изъянов, на этой каторжной работе много погибло немцев. Мосты просто огромны и самое главное в рабочем состоянии, рельсы починить и можно пускать поезда с рудой до самой Очамчиры.Обратно ехали и Саид рассказал про гору Лашкендар, что до сих пор Абхазы приносят дары языческим богам. Удивительная страна, где уживается язычество с жертвоприношением и православие.Например: В Очамчире есть Илорский монастырь, где находятся миро точащие иконы и паломники автобусами едет со всего мира, а рядом существует место для жертвоприношения языческим богам Елыр-Ныха.  Жрецы же имеют в обществе авторитет по более,  чем некоторые политики или священнослужители.      В разговоре мы сказали, что живем у  Чкония, оказалось что он родственник и женат на дочке сестры, жены хозяина. Абхазия очень маленькая страна и фамилия Чкония одна из самых уважаемых фамилий страны. Саид рассказывал, что у него родственники почти в каждом селе. Домой приехали к вечеру, на путешествие потратили целый день. Рассказали хозяевам, что встретили их родственника, который помог нам в  в горах. Они порадовались за нас что мы хорошо провели день. Конечно, можно было нанять такси в Сухуме или с экскурсией съездить на источник, но общение  с людьми и любуясь природой оставили неизгладимое впечатление об Абхазии. 29.09.2017
      
", 11 декабря 2017
1319,"
      Да кто же эти позитивные люди!? Я завидую вашему оптимизму, где вы находите всё это прекрасное??! Про Гагру....1. Все рассыпается, трескается, заросло бурьяном, это не жильё у моря -это кончелыжные лачуги, за проживание в которых в сентябре сдирают по 1700-1500 рэ. Да вы охренели там просто! Вы конченные спекулянты, спикулирующие на закрытом Египте и слава Богу уже в прошлом, хреновыми отношениями с Турками.2. Пляжи закиданные мусором, отсутствуют отчистные сооружения...граждане ттдыхающие, вы же понимаете , что купаетесь в испражнениях местного населения и своих собственных!? 3. В магазинах ...нет, не в магазинах...в магазинах есть ценники, а в этой ""прекрасной"" стране ценников нет нигде! Я одну и ту же минералку местного происхождения в одном и том же месте покупал по разной цене???, это как так то?! Вы что , совсем ополоумели...так она ещё и стоит полтос...нет, не на пляже,  где то в городе ...полтос...??с кривой этикеткой?4. Полисмены-сборище братков из девяностых в форме...вот и думайте , что это значит.5. Вино...его там нет, помои, а не вино...вы сколько у местных винограда видели, чтобы они могли вино делать...а вы знаете, что абхазы не смотря на войну с Грузией , виноград у них закупают контрабандой, чтобы себе нормальное сделать...эта информация из первых уст.6. Ничего своего нет...ничего....ни фруктов, ни мяса ни хрена! Ой, пардон...забыл про минералку за полтос с кривой этикеткой?Лентяи бездельники и хамы7. Достопримечательности...их нет , 10 на всю страну и то запущенные, загаженные и облепленные торгашами "" местных"" деликатесов по нью йоркским ценам8. местные ...хамы, лентяи, умственно отсталые, спекулянты ...кроме старшего поколения-это достойные люди, но вопрос : кого они вырастили и воспитали?! Вы в курсе, что они язычники...я из первых уст знаю, Масульманство и Православие архи формальны...они покланяются всевышнему, которому приносят в жертву коз-это факт, ребёнок идёт в школу , они приносят в жертву бычка...я на нервах первое время был, боялся за ребёнка! А вы в курсе что, настоящих абхазов практически и нет в Абхазии ? Они департированы в Турцию  и всякие другие районы мира?...я серьёзно.  Нынешнее население в большинстве своём Адыги и Черкессы, в своё время заселившие опусташённую страну ...от сюда и язычество. А как вы думаете Абгазы должны относиться к Русским, если их расселял и департировал Российский Император...они же получили статус""предателей"" во время Русско-Турецкой войны. И мы отхреначили у них все земли от Анапы до Адлера...да да, еще 300 лет назад Анапа-Адлер были Абхазией.9. Развлечения...нет и их. Вечерами бесовские пляски вдоль пляжа под руки вверх и прочее непристойное музло, под действием ""местного"" винища, чачи и пиваса.10. Пиво...Сухумское пиво очень достойное, как ценитель крафта вам заявляю, прям обязательно попробуйте. Нашёл базу , так там оно по 45 рэ...увёз домой 2 ящика.11. ПРИРОДА просто бомба! Это действительно так...красота с уникальным климатом делают своё дело, жаль что не в тех руках оказалось всё это.Лично я больше ни ногой в Абхазию пока, это Абхазия. Всем хорошего настроения и не возите деньги неблагодарным Абгазам?
      
", 08 декабря 2017
1320,"
Абхазия. Ехать или нет? Ездили в Абхазию на машине (Mitsibishi Lanser) вдвоем с мужем. Перед поездкой начитались страшных отзывов, о том, что русских там не любят, грабят машины и т.д. Вообщем, ехали с опаской, на свой страх и риск)) НО! Всё прошло просто невероятно ХОРОШО!!! Останавливались в Гагре на 4 дня и Пицунде на 2 дня. В Пицунде ооочень скучно, вечерами делать ну просто нечего, все кафе закрыты, темно и как-то не уютно., зато пляжи и море - это нечто. Гагра. В отеле, где мы остановились русских, наверное, действительно недолюбливают. На пыльной двери нашей машины пальцем написали нецензурное слово...это, пожалуй, самое неприятное из всей поездки!)))) В Гаграх находится очень живописная гора Мамзышка! ОБЯЗАТЕЛЬНО стоит подняться на самый верх!!!! Мы поднимались на своей машине, дорога ужасная, НО это того стоит!!! Вершина горы выше облаков!!! Такое ощущение, что поднялся на высоту полета самолета, потому что вид такой же!!! Белое море из облаков))) Муж с горы прыгнул на параплане с инструктором, а я спускалась уже одна. И знаете, было страшновато: проезжаешь сквозь пелену облаков, видимость плохая, на дороге валяются камни от недавнего обвала... Но поднятся на гору нужно! Такого больше нигде не увидишь!!! Ездили на озеро Рица! Красота безумная!!! Правда по дороге на озеро были оштрафованы 2 раза. Дпсники там приставучие, особенно к русским машинам. Это их хлеб. И штрафы поставлены на поток.. Вообщем, Абхазия очень колоритная и живописная страна, но к сожалению, запущенная. Много заброшенных зданий, разбитые дороги, неухоженные пляжи... Если важен комфорт и сервис, то точно не сюда. А если в приоритете природа и впечатления - то ехать можно смело! Обязательны к посещению: Озеро Рица, Пещера в Новом Афоне, гора Мамзышка, Гагра, обезьяний питомник в Сухуме.
      
", 07 декабря 2017
1321,"
Завораживающая Абхазия Честно говоря, не думала, что Абхазия меня настолько поразит! Поехали с молодым человеком спонтанно на пару дней, взяв дешевый горящий тур, и не ожидали никакого ""вау"". Оказалось, что с таким настроем и надо ехать - ничего не ожидая. Да, это не отели Турции (в одном из отзывов дамочка жаловалась, что в абхазском отеле 3* ей не дали шампунь), но зато какая какая природа! Больше всего меня поразили местные альпийские луга и Рицинский реликтовый национальный парк. Ехать туда однозначно дешевле с экскурсией - на своей машине далеко в горы не уедешь, а арендовать УАЗик стоит денег неадекватных. Главное не забывать утепляться, ибо туроператор об этом не счел нужным предупредить, большинство в нашей группе были одеты в шорты и майки и совсем не обрадовались температуре +3 в горах. Меня саму спасло лишь то, что накануне решила глянуть погоду на Рице. В конце сентября, к огромному моему сожалению, уже не водили экскурсии в долину семи озер, поскольку вот-вот должен был выпасть снег. Очень хочу вернуться, чтобы увидеть все красоты абхазских вершин!
      
", 07 декабря 2017
1322,"
Отдых в Сухуме Сухум - самое неподходящее место для отдыха! Грязное море - чистый берег или наоборот, крупная галька.  Единственное развлечение - поход в море на яхте недорого. Фрукты все привозные и дороже, чем на Урале, но есть местная рыба и пиво. Хлеб пекут вкуснейший! Кто привык к молочным продуктам, придётся туго. Молочка несъедобная. Еще одна странность - магазины на каждом углу, но мешки полиетиленовые пищевые можно купить только на центральном рынке в одном месте. Правил дорожного движения вообще ни для кого не существует. У нас постоянно возникали сложности с переходом дороги даже по пешеходному переходу. Если ты идёшь на зелёный свет, а тебе переезжает дорогу машина, идущая на красный, - это норма! Дороги все разбиты. Повсюду обстреляные дома. В Сухум можно съездить тому, кто любит историю, на один день - на экскурсию. Я удивляюсь тем людям, которые отдыхают в Сухуме каждый год. Мы были проездом в Пицунде - рай. Чистейшее море - дно видно даже на глубине несколько метров, сосновый бор, песок и мелкая галька, дельфинарий, органная музыка и т.д. Жаль, что об этом месте не узнали раньше.
      
", 05 декабря 2017
1323,"
АПСНЫ - Страна Души! Давно собиралась написать этот отзыв, так как сама перед поездкой штудировала все форумы, но как всегда после отпуска суета-сует.... так  вот, была я в Абхазии с 04  по 20 сентября 2017г. жила в Новом Афоне, в небольшом гостевом доме (9 номеров на три этажа) у подножия Иверской горы, неподалеку от Пещеры. Путешествовала я одна, поэтому очень переживала насчет границы и жилья, начиталась противоречивых отзывов и настроилась ""по взрослому"". С авиабилетами проблем не было Омск-Адлер, куплены заранее, а вот с жильем не определилась, так как искала на сайтах эконом варианты, но более-менее комфортные, таковых не находила да и предложения были заманчивые пока дело не доходило до отзывов. Случайно прочла отзыв, где автор рекомендовал определяться на месте по приезду, советовал обратиться в туристическое бюро, так я и планировала сделать... Новый Афон выбрала не случайно, так как была наслышана, ну и почитала, и посмотрела фото. Итак, день был выбран, как советовали, будний (понедельник), багаж не большой, денежки мелкими купюрами (1000р),по прилету хотела идти на автобус, но в аэропорту увидела табличку: служба такси  до границы, недорого (200р) и вот мини вен домчал нас, шесть человек, до границы минут за15-20, дело было утром, дальше мы бодро двинулись по пешеходной зоне к границе и я даже не поняла, что уже все. В общем заняло это минут 30, после абхазской таможни я пошла вглубь и налево, где стояла масса маршруток во все направления, села в свою (за 100 или 150р) и примерно через  мин.40 была в Афоне у остановки Ракушка (творение Церетели) это центр старого Афона. Жилье можно найти и по вывескам на домах, и у таксистов, и местных жителей. Нашла я быстро, посмотрев комнату за 500р. (удобства в коридоре)решила не экономить и  сняла за 1000р сутки очень милый номер с санузлом, телевизором, холодильником и сплит системой. Но уверена, что если поискать можно было найти и дешевле, отелей много и гостевых домов и т.д. Погода была чудная, природа тоже и я, настроившись на позитив, и уже представляя по отзывам все контрасты между природой, климатом и некоторой разрухой и следами войны, отдохнула превосходно. Население вполне миролюбиво, все заняты своими проблемами, тусни никакой нет (что мне и хотелось) вокруг тишина и природа .Великолепные здания вокзала и станции, но в удручающем состоянии, все же очаровывали, парковая зона- историческая, по дороге к пещере Симона Кананита, поражала чистотой и ухоженностью... Пляж я выбирала напротив Ракушки, все недалеко, найти можно было и с лежаками и т.д. и просто дикий, а если идти по берегу вправо от Ракушки то там и палаточный городок с автотуристами 700р и просто деревянные бунгало с удобствами 1800-2000р и небольшой отельчик, база отдыха (дороже) все это прямо на берегу. Море было довольно чистое (В Пицунде чище, но она мне не понравилась) Центр старого Афона это район остановки Ракушка и Мемориала боевой славы, рядом мелкие магазинчики и киоски (не Айс, но все необходимое найдешь). Деньги в ходу - рубли, в аптеке видела расчитывались картой (лекарства вполне приемлемо), был сбербанк (не ходила), так же рядом достаточно кафе и столовых, кстати ""Столовая-Столовая"" вполне, и по цене, по и блюдам. И ""У Ромы"" очень недорого и вкусно. Скромно конечно по интерьеру, как в СССР, зато когда идешь к жд вокзалу по кипарисовой аллее там новые кафе в стиле модерн. Гораздо хуже кормили в парке у Лебединого озера, и дороже! Особенно мне понравилось у Водопада, где станция там кафушечка с Ачмой и хачапури, вкусный кофе... Конечно надо побывать в Пещере и Монастыре, впечатляет... Да, и поднимитесь на Иверскую цитадел, еще очень красивая экскурсия в Черниговское ущелье, ну и озеро Рица конечно с Абхазским застольем! Вино разочаровало, наверное не нашла настоящего, очень вкусные сыры в новом центре на рынке у жд вокзала. Вообщем если вы неприхотливы, хотите  спокойного отдыха наедине с прекрасной природой в месте которое основали и прекрасно обустроили труженики- новоафонские монахи (умницы и трудяги) то вам сюда. И не забывайте: что бросишь в мир, то и получишь! Самое главное улыбка и доброжелательность, и будет вам счастье! Обо всех услугах договаривайтесь четко и внятно (ну и не бросайте вещи без присмотра, враг не дремлет! :)) АПСНЫ - Страна души ждет вас!
      
", 27 ноября 2017
1324,"
Страна, где каждый может найти для себя место для души и отдыха, просто не надо торопиться! Страна, где каждый может найти для себя место для души и отдыха, просто не надо торопиться!Я в Абхазии отдыхаю четвертый год! После первого года думал больше не поеду в эту страну. На следующий год поехал специально на источник, без жены и детей. Они наотрез отказались ехать в Абхазию. Дочка с женой полетели в Тунис. Я приехал на минеральный источник и остановился в частном секторе на две недели. Утром завтрак, на море, обед, потом на источник и ужин. Два раза в горы ездил на источники и любовался природой. Приехал домой отдохнувший помолодевший и сказал жене едем на следующий год на три недели. Она против была, но глядя на меня и слушая мои рассказы, решилась. В этом году, мы побывали в горах, на море, на источниках и т.д. Три недели пролетели, что уезжать не хотелось. На следующий год решили ехать на месяц, две неделе в горах и две недели у моря, погулять по берегу, подышать эвкалиптом, съездить на источник. Жена уговаривает дочку, чтобы внучку отпустила или сама поехала, так там хорошо для детей. Не называю города и поселки, чтобы не рекламировать эти места, а то понаедут туристы, цены поднимут, мусора накидают и будет как в Пицунде или Гаграх. Я люблю спокойный и не шумный отдых. Спасибо Абхазам, что сохранили природу и чистое море.
      
", 27 ноября 2017
1325,"
Прощай, абхазия. Много раз были в Абхазии, не по одному разу в год в разные сезоны. Всегда отлично отдыхали, дома в восторге рассказывали, как здорово отдохнули и всем советовали. Но отношение местных жителей к нам, отдыхающим, все хуже и хуже. Начиная с Адлера таксисты и маршрутчики это хамы и пиявки, они называют одну цену, обдерут как липку. Старшее поколение это воспитанные люди, молодое в основном неработающие бездельники, ищущие где бы и кого бы обобрать по быстрому или украсть, для них разговаривать вежливо прям позор какой то. То, что сдают для жилья, жильем назвать уже нельзя. Как свиней в загоне, лишь бы платили. Всем своим видом нам показывают, что делают нам одолжение. Мы столько не зарабатываем, сколько с нас стали драть!!! Именно драть!!! На каждом углу наорут, нахамят, пошлют. А потом злые ходят, что отдыхающих все меньше и меньше. Вот и мы, самые ярые поклонники абхазии, больше уже видимо не приедем. У меня рука не поднимается отдать деньги тому, кто тебе в глаза хамит. Сдают такие сараи, что уже тошнит. Лень и рукожопость во всем. Все делается наспех, криворуко, лишь бы сдать и плевать как вы будете мыться и что есть. Не все такие, но их стало большинство. К отдыхающим относятся как к ходячим кошелькам. Искренне верят, что мы везем деньги не чтобы прожить, а чтобы просто так подарить их кому нибудь в абхазии. Год поработали, чтобы подарить их за сарай с пауками и вечно отсутсвующей горячей водой. Это уже честно. Криминал просто зашкаливает, воруют, обсчитывают, а если возразишь набегут толпой и начнут орать. Наглые и неотесанные маршрутчики, их даже местные проклинают, каста обиженных на жизнь.
      
", 26 ноября 2017
