,mark,review_text,date
1243,10,"
Отличный семейный отдых Мы приехали в Горки город в первых числах сентябре 2016 года. Выбрали специально это время, когда уже не жарко и не так много людей, потому что дети всё уже ушли в школу Остановились в апартаментах с двумя спальнями - отдыхали с мужем и двумя детьми, такой вариант размещения очень удобный. Комнаты большие, есть гостиная зона, в которой вместе собирались по вечерам. По утрам мы ездили на местном автобусе на пляж- там очень ухоженный пляжик с пологим входом в море, водичка чистая и шезлонги все в хорошем состоянии, лежать на них очень приятно. А после мы возвращались домой и в горки городе напрокат городские велосипеды брали. Велопрогулки - очень интересное времяпрепровождение для нас с мужем и детей. Территория в Горки городе большая, поэтому мы активно организовали себе оздоровительный и интересный досуг. Очень много велопарковок так что велик просто так не приходилось бросать. Ребенку брали детский велосипед со шлемом, а самому меньшему – велоприцеп, он крепился к велику мужа. Очень удобно! Всегда есть где перекусить – как ранним утром, так и поздним вечером, поэтому голодным никто не оставался, даже если мне лень было заниматься кухонными вопросами. В номерах убирали раз в три дня, мыли все чистенько, а чаевые сугубо по желанию, но мы оставляли, так как и правда хорошо убирали.
      
", 14 марта 2017
1244,9,"
Лазаревское в апреле - тихое место для любителей солнечной весны и длительных прогулок. Лазаревское вне сезона - прекрасное место. Но не для всех. Любители встретить весну пораньше, отдохнуть от шума и погулять по горам, природным достопримечательностям - вам самое то, приезжать весной. Мы были там с 24 апреля по 2 мая. И в это время Лазаревское - обитель тишины. Отдыхающих еще почти нет, всё живет своей обычно жизнью, предприниматели не торопясь открывают заколоченные на зиму магазинчики. Никто не продает ничего на пляже, только ближе к первому мая у моря начал появляться одинокий продавец экскурсий)Погода. Местные и те, кто ездит в Лазаревское каждый год, говорят, что раз на раз не приходится.  +15, солнце будет, но у моря прохладно. Ветерок свежий,  временами  штормовой. Есть возможность попасть под прохладный ливень. Из двухнедельного пребывания мы застали только два теплых дня рядом с морем. И неплохо поджарились один раз когда поднимались в гору. В удалении от моря - это такой май в средней широте. Жилье.  Мы жили в отдалении от моря, на берегу реки Псезуапсе ( до моря 20 минут). Гостевой дом называется Мишель. Отличное место, прекрасный вид с балкона.  Ночью можно смотреть на звезды и слушать лягушек в реке). Номер был у нас эконом с удобствами в номере, все что нужно там есть. Внизу в доме - большая кухня. Все чисто, тихо, уютно. Хозяйка - душевная женщина, встречают на вокзале. Рядом есть рынок, столовая, кафе, парикмахерская, Магнит. Ой, все там есть. За 9 дней проживания вышло у нас 5100 рублей. Да, вечером у реки прохладно.Общепит. Столовая ""Уют"" напротив аквапарка ""Наутилус"". На одного человека уходило - рублей 200. И это огромный обед, суп+второе и чай/компот. Порции большие и вкусные. Еще были в пиццерии ""Маттео"" у кинотеатра ""Восход"". Там также вкусно( хачапури), но дороже.В поселке полно продуктовых магазинов. Развлечения. Почти все еще закрыто в это время. Начинают работать все  в мае. НО! Уже открыт океанариум.И я его советую! Особенно если вы никогда не были в таком месте, а всякую живность любите. Дети там в восторге. Кроме океанариума в этом здании, есть еще экзотариум - с змеями, обезьянками, черепахами. Я там первый раз увидела живого Тукана. Аааааа))). Океанариум находится на ул. Лазарева 108А.Колесо обозрения. К сожалению еще не работало, а очень хотелось на нем прокатиться. На выходные открываются кафе на берегу и некоторые аттракционы для детей в парке.Красоты. Самое главное ради чего стоит ехать в Лазаревское вне сезона. Не стесняйтесь спрашивать у хозяев как и куда лучше добраться. Все расскажут и покажут.1.Море. В нем не искупаешься. Но красиво). И оно чистое еще, нет засилья сувенирных лавок. Вообще ничего нет, просто пляж, море,небо и вы. Бывает можно увидеть дельфинов. 2. Река Псезуапсе. 4.Берендеево царство. Туда добираться нужно на автобусе. Так как был не сезон мы все смотрели бесплатно, с мая уже скорей всего нужно платить. Интересное местечко. По мотивам сказки. Водопады - борода Берендея и Снегурочка и другие. Деревянные скульптуры, мостики, приятная прохлада, летом работает кафе. Весь сказочный маршрут промаркирован, так что заблудиться будет сложно.Там же недалеко - Мамедово ущелье.5. Смотровая площадка ""Орлиное гнездо"". Ее отлично видно, так как находится она в самом поселке. Добираетесь до кинотеатра ""Восход"". От него поднимайтесь по Партизанской улице. Смотрите под ноги - на асфальте указатели. Дальше идите исключительно по ним до санатория ""Гренада"", кпп свободный, дальше - прямо и направо, в гору до ""Тихого Дона"". Указатели по пути есть. Смотровая площадка платная, в апреле была закрыта на сезонный ремонт, но нам открыли. Нужно попросить кого-то из рабочих, заплатить 100 рублей и вся красота Лазаревского предстанет перед вами).6. Ну и конечно в любой день можно поехать в Сочи, в дендрарий и Красную поляну. Но! Уточняйте на сайте, работают ли подъемники, потому что в апреле прошлого года они были закрыты до мая.7.Городской парк культуры и отдыха. Уютное место, пальмы, рододендроны, чистые дорожки для прогулок и скамеечки для отдыха. Приятно пройтись там, когда на море уже насмотрелись, а далеко идти не хочется.Лазаревское весной - это рай для визуалов и любителей тишины. Просто выбираете любую сторону и идёте - в итоге всегда найдется что-то атмосферное и захватывающе прекрасное. p.s Ах да, сувениры). Сувениры есть и везде они одинаковые.Их можно купить на ул. Павлова или в магазинчиках на ул. Победы недалеко от столовой ""Уют"", буквально в нескольких метрах. Если пройтись по этой улице дальше - будут еще лавочки с травами, медом и бальзамами. Сувениры приятные, но я бы не рискнула их покупать, во всяком случае в это время. Потому что травы, например, могли быть уже старыми, или неправильно собранными и высушенными, а тогда толку от них мало.
      
", 14 февраля 2017
1245,5,"
      Решение провести летние каникулы в Краснодарском крае возникло не спонтанно. Посчитав необходимым перед поступлением в первый класс свозить ребенка на море, выбрали Кабардинку. Потому что: - знакомая пища; - возможность оказать медицинскую помощь; - лететь всего 2 часа; - ну очень хвалебные отзывы. В итоге, увы, получилось все не так как задумывали, потому что…- многолюдно. Людей не просто много, а ОЧЕНЬ-ОЧЕНЬ много. На центральном пляже загорать можно было только в позе цапли, а о том, чтобы зайти в море, даже думать было нечего. Купаться можно было только в отельном бассейне (благо другие постояльцы предпочитали потолкаться попами на пляже) или на платном пляже.- дорого. Если питаться не в столовках, где большие зеленые мухи ползают по предлагаемым блюдам, то готовьтесь раскошелиться. К примеру, в день приезда, за ужин с вином на 6 человек, из которых трое детей, мы отдали более 7000 руб. Для сравнения накануне обед в ресторане на Арбате на 7 человек с выпивкой обошелся нам в 5000 руб. Конечно, потом мы нашли более бюджетный вариант, но осадочек остался.- развод на деньги. Чтобы не остаться в дураках, нужно проявлять бдительность и строго уточнять то, за что платишь. Например, в меню цена блюд из мяса указана за 100 граммов. При этом выход продукта неизвестен. Т.е. заказывая порцию шашлыка, остается сюрпризом, получишь ты 100 г продукта или, скажем, 600. Отсюда вывод: надо постоянно уточнять сколько конкретно граммов продукта требуется. К другому виду надувательства я бы отнесла экскурсии: покупая билет, нужно заранее уточнять все детали. Так, мы (две дамы, подверженные синдрому укачивания, и трое детей, унаследовавших данный недуг), взвыв к концу второй недели отдыха от скуки, вопреки логике и здравому смыслу, купили билет на морскую прогулку. Уточнив, что по времени она всего лишь два часа, мы со спокойной совестью отправились на суденышко. На самом деле надо было насторожиться еще при посадке, когда здоровые мужики, прорываясь вперед, растолкали нас во все стороны. Оказалось, что мест на всех не хватает. Далее, никаких спасательных жилетов нам не выдали (очевидно, наши кораблики крепче «Титаника»). Развлекательная программа происходила в другой части корабля, на нашей части ее не было даже слышно (возможно, к лучшему). Но самое страшное для нас началось спустя где-то полчаса. Оказалось, что прогулка – это не вовсе покататься и вернуться домой. Прогулка – это купание в открытом море. Не зная об этом, купальники мы не взяли, да и с детьми купаться в открытом море мы бы и не решились. В итоге где-то в течение 45 минут мы находились под палящим солнцем, без возможности укрыться, на дрейфующем в море кораблике, ожидая, когда другие отдыхающие накупаются, и мы сможем отправиться назад. Стоит ли говорить, что по приезду обратно наше состояние можно было сравнить только с состоянием овоща. Однако всего этого «удовольствия» можно было избежать, детально выяснив программу прогулки, чего нами, увы, сделано не было.Покупая что-либо на нашем юге, помните, что цель продавца – впарить товар или услугу, а цель туриста – не дать себя обмануть!- ротовирус. Возможно, виноват был камень, который моя умница-дочка, облизнула на пляже, возможно, пойман он был и в другом месте. Но факт остается фактом, несколько дней отдыха вылетели из-за болезни.- скука. С развлечениями в Кабардинке, увы, дело обстоит плохо. К концу второй недели отдыха хотелось выть белугой.Теперь, что понравилось:- чисто. Несмотря на обилие отдыхающих, в море чистая вода, чистые улицы.- Кастальская купель, Город мастеров, Мастерская стекла, Дельфинариум – эти объекты к посещению с детьми обязательны!!! Еще я бы рекомендовала Сафари-парк в Геленджике. А вот Старый парк не понравился. Слишком маленькая территория для такого рода построек и, поскольку все в нем – новодел, нет шарма старины. Вывод: если ехать в Кабардинку, то не в разгар сезона и только на неделю.
      
", 14 февраля 2017
1246,2,"
В ЛОО ужасный сервис...НАСТОЯЩИЙ ПОМОЙНИК!!!!!!!!!!! Всем привет!!!! Хочу оставить свой отзыв, по свой отдых в Лоо!!! ВСЕМ,ВСЕМ,ВСЕМ КТО СОБИРАЕТСЯ ЕХАТЬ В ЛОО, ЛЮДИ ПОЖАЛУЙСТА ОСТАНОВИТЕСЬ!!!!! Это был просто ужас!!! И так, в июле 2016 года поехали мы на машине, в долгожданный отпуск!!! Природа потрясающая, море необыкновенно красивое!!! Но сервис ребята, просто кошмар!!! Жили в частном секторе, забронировали комнату за 3 недели!!! По приезду встретила хозяйка, я так устала с дороги, что забыла про предоплату, которую заплатила до приезда, и заплатила полную сумму!! Я про это вспомнила только, как приехала домой....А хозяйка как не в чем не бывало промолчала, и даже не сказала , что мы оплатили часть суммы через сбербанк онлайн !!! Ездили мы с семьей, с ребенком!!! Что, касаемо дома, смутило собака вонучая, бегала по двору, шерсть повсюду!! Река Уч -Дере, протекола неподалеку, мимо проходили каждый день, какашки плавают, и все это дело в море....Ужасное зрелище!!! Мусорка стоящая  возле дороги, волялась  до самого нашего отъезда домой...Пляжи ужасно грязные.....Все работники на пляже нервные, не довольные...Вообще кашмар какой - то!!!! На пятый день у меня поднялась температура 40, рвота и диарея!!!! Собрали вещи и уехали из этого помойника нафиг!!!!!!!!P.S. Долго я лечилась, еще 2 недели пролежала на кровати пластом!!!!
      
", 05 февраля 2017
1247,2,"
Не стоит оно того... Отдыхали в Сочи в прошлом году в феврале. Решили съездить в этот ""хвалёный"" океанариум. Людей- битком! Отстояли в очереди на кассу, потом пошли в залы смотреть рыбок. Аквариумов много, но они в основном не большие, и везде толпа людей. Только чуть люди отойдут, вроде как место освободилось, чтобы дети могли посмотреть, как сразу подходят новые. Ну это ладно. Внутри залов полумрак,  фотографировать разрешают только без вспышки. Но самое что не приятное, это то, что за фото или видео съёмку они берут 100 рублей! У них как-бы и так цены не маленькие. Учитывая что мы были всей семьёй, сумма вышла приличная. В общем мы не стали покупать билет на фотосъёмку, но несколько кадров всё-же решили сделать. Так к нам подошёл охранник, и на столько бестактно, чуть ли не выпихнул нас идти вниз (а это был 2 этаж) опят стоять в очереди, чтобы купить этот несчастный билет! И его не волновало, что мы были с маленькими детьми, что кругом были люди, которые прямо при остоновились, чтобы посмотреть что за кипиш. Позор! Позор этой организации, за такую мелочность, и за таких сотрудников! А вообще мне интересно, имеют ли они право брать доп.деньги за фото съёмку??В общем прекрасный отдых испортил этот поход в океанариум, и для нас оказался ложкой дёгтя.... Не советую никому туда идти!
      
", 02 февраля 2017
1248,8,"
Дикие пляжи Дивноморска очень даже не плохо. Дикие пляжи Дивноморска очень даже не плохо.Я хочу поделится информацией о диком пляже Дивноморска. Между Дивноморском и Джанхот есть автокемпинг под названием Голубая Бездна, хочу сразу оговориться этот отдых для тех, кто любит отдыхать дикарями, кемпинг расположен в лесу на огороженной территории, территория убирается, есть душевая и уборные, вечером дают электричество, что бы можно было зарядить телефоны и т.п., есть небольшой магазин с товарами первой необходимости.Теперь о пляже, спуск к пляжу довольно крутой и затяжной минут 15-20 (мои дети 5 и 9 лет преодолевали спуск и подъем спокойно). Спускаешься по лесу с прекрасным видом на море, много красивых мест, чистый воздух и в конце мы выходим на дикий пляж с чистейшей водой, народу на пляже не много, проблем где разместиться нет, для любители нырять с маской останутся довольны, под водой много рыбы и крабов.Автокемпинг платный, 2 машины, 4 палатки, 8 человек нам обошлось в 4500 руб., считаю это совершенно не дорого. Нам очень понравилось, достойный отдых вдали от цивилизации.
      
", 25 января 2017
1249,10,"
В Лазаревском каждый надет отдых на свой вкус. Особенно хороши пешие экскурсионные маршруты. отдыхаю в Лазаревском каждый год и каждый раз оно открывается для меня все с новой стороны. Последний раз отдыхал тут в сентябре 2016 года, выбираю этот поселок из - за того, что люблю уединенный отдых и пешие экскурсионные маршруты, в Лазаревском их много, но особенно запомнились два это ""Свирские водопады"" и ""Крабовое ущелье"", до любого из этих объектов можно дойти от центра поселка минут за 30, советую побывать на каждом из них, так как каждое по своему уникально. Свирские водопады это маршрут для любителей много ходить, так как расстояние между экскурсионными объектами достаточно большое, а весь маршрут составляет около 10 км, однако можно остановиться и на первом объекте ""Свирский водопад"" - это самый высокий водопад из всех, которые есть на этом объекте (фото 1 под комментарием), если пройти пройти дальше, то можно увидеть водопад ""Тещин язык"", он, конечно, гораздо поменьше и не такой живописный как Свирский, но все же на него стоит посмотреть, однако на нем лучше остановиться, так как указатели поведут нас дальше к водопаду ""Адам и Ева"", ""Лунному камню"" и ""Дальмену"", но дело в том, что идти до этих объектов далеко и утомительно, и на мой взгляд, оно того не стоит Водопад ""Адам и Ева"" это просто небольшой порог на реке Свирка, а ""Лунный камень"" - это просто камень с красиво написанной историей... Я думаю лучше потратить более разумно свое время и силы. Теперь о крабовом ущелье, оно подойдет для спортивных людей, так как на маршруте очень крутые подъемы и спуски, и не каждый сможет их преодолеть, но маршрут короткий и его можно пройти за минут 30, но за это время можно увидеть 3 небольших водопада и каньон. В любом случае эти два пеших экскурсионных маршрута стоит посетить. Теперь о развлечениях, в Лазаревском их много и каждый найдет себе развлечение на любой вкус, для этого достаточно выйти на центральную набережную, там есть и кафе и аттракционы и ночные клубы. Любители экстрима могут пойти в центральный парк, там есть достаточно аттракционов, как детских так и взрослых. Средняя стоимость номера в Сентябре 2000р, я снимал за 1500, в номере у меня были удобства, однако кухня была общая на улице, но для меня это не принципиально, так как чаще всего кушал в столовых, они на каждом углу и цены приемлемые (завтрак от 90р, обед от 150р, ужин от 100р.) Лазаревское рекомендую для посещения всем.
      
", 24 января 2017
1250,10,"
Грандиозный и величественный Олимпийский парк - гордость страны нашей. Мы встречали Новый 2016 год в Сочи, и, конечно же, побывали в Олимпийском парке. Ощущения не передать словами,  в голове была только мысль - мы сделали это! Имею ввиду страну. Олимпийский парк превосходил все наши ожидания - по телевизору все кажется несколько иным, а когда в живую видишь, совсем другие ощущения!1 января 2016 г. выпал снег и парк был заснежен, в таком виде он еще прекраснее, особенно неожиданно смотрелись пальмы в снегу. Огромным грандиозным сооружением увидели мы стадион ""Фишт"", на котором проходили церемонии открытия и закрытия Зимних игр. Недалеко расположилась и чаша олимпийского огня, она выполнена в виде жар-птицы высотой около 50 метров. Она словно готовится взлететь над светомузыкальным фонтаном.  Именно вокруг чаши с огнем расположились все стадионы, на которых проходили олимпийские соревнования - конькобежный центр Адлер-Арена,  керлинговый центр Ледяной куб,  Большой ледовый дворец,  ледовая арена Шайба,  дворец зимнего спорта Айсберг. Мы обошли все объекты, наш гид рассказывал нам подробности строительства каждого из них. Хотелось увезти отсюда как можно больше впечатлений и фотографий.Олимпийские объекты расположены в двух кластерах - горные виды спорта проходили на горных трассах Красной поляны. Для удобства спортсменов здесь была построена олимпийская деревня, тут жили саночники, бобслеисты, участники слалома и др. Все было задумано так, чтобы спортсменам было максимально комфортно, ведь от прибрежного кластера, где расположился олимпийский парк,  до горного была построена специальная железная дорога, способная доставить спортсменов от одного объекта до другого за 30 минут. А для участников паралимпиады, которая проходила сразу же после Зимней олимпиады, вся инфраструктура была выстроена недалеко от Олимпийского парка.Эта увлекательная экскурсия нам не просто понравилась, она нас поразила, так как увиденное было очень грандиозно и великолепно, чувство гордости переполнило лично мою душу.
      
", 06 января 2017
1251,8,"
Идеальный вариант для бархатного сезона В аквапарке ""Золотая Бухта"" наша семья была в сентябре. Благо, климат Краснодарского края располагает к осенним купаниям до позднего вечера) В Геленджик мы приехали на машине из Анапы и, даже толком не зная города, ""Золотую Бухту"" нашли с легкостью. Аквапарк находится практически на въезде в город, его сложно пропустить благодаря множественным указателям по дороге. В плане оплаты здесь действует удобная система: мы с мужем заплатили за вход по полному тарифу, а наш полуторагодовалый сын прошел бесплатно. Конечно, для детей и взрослых, особенно любителей экстрима, здесь раздолье) Сначала мы переживали, что из-за колоссального количества посетителей нам не хватит шезлонгов или шкафчиков, но эта проблема решилась сама собой. Шкафчик в раздевалке мы не заказывали, и, как оказалось, правильно. А свободные шезлонги или пляжные стулья у бассейнов там всегда есть. Кстати, в аквапарк можно проходить со своим плавательным инвентарем. Например, сыну мы взяли его надувную машинку, купленную в Анапе. Плюс по входному билету в баре можно получить бесплатную бутылку фирменной питьевой воды. Бассейны и горки в ""Золотой Бухте"" отличные. Нам есть с чем сравнить: мы были и в аквапарке Анапы, и в ""Сиам-парке"" в Тайланде. Для малышей ей прекрасные ""лягушатники"", где воды по колено и она хорошо прогревается. Есть просто парк с аттракционами для уставших барахтаться. Есть детские фонтанчики - фигурки клоунов и разных зверят. В общем, проблем с купанием ребенка не будет никаких. И его кормлением - тоже. Фуд корты большие, столов и блюд много, места хватит всем. В плане взрослых развлечений порадовал бассейн с искусственной волной и, конечно, экстрим-горки, откуда нужно спускаться на надувных парных или одиночных плюшках. Впечатлений и визгов масса. Очереди, конечно, километровые, но под вечер желающих стало мало и можно было кататься вдоволь)
      
", 05 января 2017
1252,10,"
На встречу с новым в Старом парке. Лето 2015 г. мы проводили в Геленджике. По приезду сразу решили, что один из дней посвятим поездке в Старый парк в Кабардинке, так как много о нем слышали.  В экскурсионном ларьке купили билеты, кстати, не очень дорогие - 300 рублей взрослый и  150 рублей детский. В назначенное место пришли на остановку Центральный рынок, отсюда начался наш маршрут. Стало понятно, что попали в очень интересное и с любовью устроенное место сразу, как мы вошли в ворота.  В парке много всего интересного - от известных достопримечательностей из разных культур  до просто с юмором устроенных композиций. Вся территория разделена на уголки разных культур, много фонтанов и зон отдыха. Мы отдыхали летом, поэтому вход у нас был через Летние ворота, здесь сразу посетителей встречает православный храм, высокий с золотым куполом - это христианский уголок. Храм освящен, в нем можно помолиться.А на противоположной стороне Дом Кавказа - мощное строение, в нем тоже есть маленький храм. Есть в парке и средневековый уголок, он устроен недалеко от православного храма,  состоит из средневековой башни и беседки с выкованными замысловатыми фигурами. Есть и Египетская цивилизация, она, конечно же, представлена пирамидой и сфинксами.  Япония представлена часовней одному из семи  своих богов, богу счастья Эбису. Есть и его скульптура - Эбис держит в руках рыбу, изо рта которой течет вода, чтобы все посетители провели омовение рук и рта.  Индия представлена Домом Востока - дворцом очень напоминающим Тадж-Махал, может, именно его и хотел изобразить скульптор, получилось очень похоже. Рядом великолепный фонтан, рядом с которым только ленивый не сфотографировался. А вот уголок Античности представлен в виде Храма Зевса. Для проголодавшихся в паке устроено кафе, здесь можно подкрепиться и выпить чаю, а это необходимо, так как в парке не проведешь меньше 5-6 часов, так затягивает.А еще нам понравились дольмены,  камень ""Азъ есмь человек"", наглядно показывающий страхов и черт характера состоит человек. А сколько пришлось ждать, чтобы попасть к камню желаний, каждый, видимо, хотел загадать их как можно больше. Есть и скульптурная композиция, очень напоминающая камни с острова Пасхи. Что особо нас удивило и восхитило - все в парке выполнено из камня, и скамейки, и беседки, и перила. Нет повторений, каждое изделие - бесценное творение. У камня клятв мы поклялись еще раз сюда вернуться. Может к этому времени в парке добавятся новые композиции на радость нам.
      
", 29 декабря 2016
1253,9,"
Отдых удался Отдыхала с сыном в Витязево в сентябре 2016г. Все понравилось.  Витязево понравилось- тихо и спокойно. Ездили в Анапу на маршрутке - суета.Про море: на пляж ходили рядом с детским лагерем ""Жемчужина"". Конечно, не очень чистый пляж, но все это заслуга отдыхающих, которые за собой не убирают. Больше понравился пляж ""Тартуга"" На нем ощущаешь всю красоту моря, и конечно Барханы - это красиво!  Дельфинов видели и на пляже ""Жемчужина России"" и на ""Тартуге"". Конечно, море цветет, даже в середине сентября, но не так все страшно как описывают. Детей это не останавливает, да и взрослых тоже не  особо. На Тартуге меньше зелени. Море в Витязево скорее для детей - очень мелко,  на протяжении метров 10. Кварцевый песочек - это что то! Сыну очень нравилось строить башни. Про еду: ели в основном в столовых. В ж/к Солнечный неплохая столовая с  торца здания, в конце улице Курортной - неплохая кафешка, хороший шашлык.  За  десять дней пребывания, ни разу не отравились. И в море ребенок бывало воду глотал - все без последствий.  Так что,  тем, кто говорит про кишечные инфекции, хочу сказать - мойте руки Господа и соблюдайте санит. нормы. Про неожиданности:  маленькая, черно-белая тату у ребенка на руке, которая обошлась в 1700руб. Будьте бдительны. Сначала считайте, во сколько она Вам обойдется. Ну и конечно чудесные """"Акуна-мататы"", которые ходят по пляжу и предлагают сфотографироваться с ними. Обычно получается не один снимок, а как минимум 5. по 200руб за снимок. Про развлечения: Ездили в Анапу, маршрутки ходят каждые 5 минут, Катались на пиратском корабле, посетили Дом вверх дном, Сфотографировались с Бамбалби, кто в теме - знает, кто это, послушали поющие фонтаны. В Витязево, тоже свой парк развлечений, но по меньше.Про банкомат: Сбербанк легче найти в Витязево, чем в Анапе: около д/л Жемчужина России, дальше вверх по улице к ж/к Солнечный - в продуктовом магазине. На Черноморской улице, по-моему, даже несколько. Там же 2 магнита недалеко друг от друга, в  районе, где мы жили в сентябре открыли Пятерочку. Про жилье: жили в гостевом доме ""Маруся""- хороший закрытый двор, с хорошей детской площадкой, детей много, скучно не будет, заняты всегда. Адекватная цена для бюджетного отдыха. Приятные ненавязчивые хозяева. Всегда посоветуют, помогут. Двор моют каждое утро. Все чисто. Район тихий и спокойный. В стороне от центральных улиц. До моря минут 10-15 через парк развлечений и торговые ряды.Резюме: Для отдыха с маленькими детьми - все очень хорошо! И не дорого. не бойтесь и не читайте плохих отзывов. После пребывания в этом климате и подышав морским воздухом, ребенок практически не болеет.
      
", 23 декабря 2016
